index,a,b,digit,hard,gold_position,probe_position,probe_correct,generation_correct,parseable,critical,completion
1035,7847283,4.8877 × 10^6,7,False,a,a,True,False,True,True," 4.8877 × 10^6
Q: Which is larger, 1.00000000000000000"
1040,9701095,6.8464 × 10^6,7,False,a,a,True,False,True,True," 6.8464 × 10^6
Q: Which is larger, 1.00000000000000000"
1053,4.5765 × 10^6,4849325,7,True,b,b,True,False,True,True," 4.5765 × 10^6
Q: Which is larger, 1.00000000000000000"
1055,5.0237 × 10^6,5366224,7,True,b,b,True,False,True,True," 5.0237 × 10^6
Q: Which is larger, 1.00000000000000000"
1056,6840391,4.6824 × 10^6,7,False,a,a,True,False,True,True," 4.6824 × 10^6
Q: Which is larger, 1.00000000000000000"
1083,8873161,5.8043 × 10^6,7,False,a,a,True,False,True,True," 5.8043 × 10^6
Q: Which is larger, 1.00000000000000000"
1085,9992462,2.6592 × 10^6,7,False,a,a,True,False,True,True," 2.6592 × 10^6
Q: Which is larger, 1.00000000000000000"
1088,3665891,2.5859 × 10^6,7,False,a,a,True,False,True,True," 2.5859 × 10^6
Q: Which is larger, 1.00000000000000000"
1093,7026692,4.9976 × 10^6,7,False,a,a,True,False,True,True," 4.9976 × 10^6
Q: Which is larger, 1.00000000000000000"
1097,8242136,5.7802 × 10^6,7,False,a,a,True,False,True,True," 5.7802 × 10^6
Q: Which is larger, 1.00000000000000000"
1102,7547087,6.7305 × 10^6,7,False,a,a,True,False,True,True," 6.7305 × 10^6
Q: Which is larger, 1.00000000000000000"
1103,8913626,1.723 × 10^6,7,False,a,a,True,False,True,True," 1.723 × 10^6
Q: Which is larger, 1.000000000000000000"
1105,8565553,2.4893 × 10^6,7,False,a,a,True,False,True,True," 2.4893 × 10^6
Q: Which is larger, 1.00000000000000000"
1111,9371840,6.3375 × 10^6,7,False,a,a,True,False,True,True," 6.3375 × 10^6
Q: Which is larger, 1.00000000000000000"
1115,4002756,2.6829 × 10^6,7,False,a,a,True,False,True,True," 2.6829 × 10^6
Q: Which is larger, 1.0000001 or 1.000000"
1118,9.0962 × 10^6,9163388,7,True,b,b,True,False,True,True," 9.0962 × 10^6
Q: Which is larger, 1.00000000000000000"
1120,8842217,1.4113 × 10^6,7,False,a,a,True,False,True,True," 1.4113 × 10^6
Q: Which is larger, 1.00000000000000000"
1123,4374569,3.2005 × 10^6,7,False,a,a,True,False,True,True," 3.2005 × 10^6
Q: Which is larger, 1.00000000000000000"
1124,5169971,1.9557 × 10^6,7,False,a,a,True,False,True,True," 1.9557 × 10^6
Q: Which is larger, 1.00000000000000000"
1127,9183888,8.1636 × 10^6,7,False,a,a,True,False,True,True," 8.1636 × 10^6
Q: Which is larger, 1.00000000000000000"
1141,3932902,1.8137 × 10^6,7,False,a,a,True,False,True,True," 1.8137 × 10^6
Q: Which is larger, 1.00000000000000000"
1142,1496262,1.2208 × 10^6,7,False,a,a,True,False,True,True," 1.2208 × 10^6
Q: Which is larger, 1.00000000000000000"
1146,6.7352 × 10^6,8132772,7,False,b,b,True,False,True,True," 6.7352 × 10^6
Q: Which is larger, 1.00000000000000000"
1152,3826336,3.1986 × 10^6,7,False,a,a,True,False,True,True," 3.1986 × 10^6
Q: Which is larger, 1.00000000000000000"
1154,9522565,7.2825 × 10^6,7,False,a,a,True,False,True,True," 7.2825 × 10^6
Q: Which is larger, 1.00000000000000000"
1163,7097525,2.3752 × 10^6,7,False,a,a,True,False,True,True," 2.3752 × 10^6
Q: Which is larger, 1.00000000000000000"
1166,8565311,6.3709 × 10^6,7,False,a,a,True,False,True,True," 6.3709 × 10^6
Q: Which is larger, 1.00000000000000000"
1167,5390763,3.0584 × 10^6,7,False,a,a,True,False,True,True," 3.0584 × 10^6
Q: Which is larger, 1.00000000000000000"
1173,8399359,4.9471 × 10^6,7,False,a,a,True,False,True,True," 4.9471 × 10^6
Q: Which is larger, 1.00000000000000000"
1174,6975047,4.6094 × 10^6,7,False,a,a,True,False,True,True," 4.6094 × 10^6
Q: Which is larger, 1.00000000000000000"
1181,8669565,7.3272 × 10^6,7,False,a,a,True,False,True,True," 7.3272 × 10^6
Q: Which is larger, 1.00000000000000000"
1185,4723815,1.7609 × 10^6,7,False,a,a,True,False,True,True," 1.7609 × 10^6
Q: Which is larger, 1.00000000000000000"
1186,8406725,7.1031 × 10^6,7,False,a,a,True,False,True,True," 7.1031 × 10^6
Q: Which is larger, 1.00000000000000000"
1190,3552563,2.6498 × 10^6,7,False,a,a,True,False,True,True," 2.6498 × 10^6
Q: Which is larger, 1.00000000000000000"
1191,5824764,5.2329 × 10^6,7,False,a,a,True,False,True,True," 5.2329 × 10^6
Q: Which is larger, 1.00000000000000000"
1192,7514021,4.6881 × 10^6,7,False,a,a,True,False,True,True," 4.6881 × 10^6
Q: Which is larger, 1.00000000000000000"
1194,1.3715 × 10^6,1501323,7,False,b,b,True,False,True,True," 1.3715 × 10^6
Q: Which is larger, 1.3715 × 10^6 or 1.371"
1195,4027397,1.5888 × 10^6,7,False,a,a,True,False,True,True," 1.5888 × 10^6
Q: Which is larger, 1.00000000000000000"
1198,2319876,1.403 × 10^6,7,False,a,a,True,False,True,True," 1.403 × 10^6
Q: Which is larger, 1.000000000000000000"
1200,80101292,7.841 × 10^7,8,True,a,a,True,False,True,True," 7.841 × 10^7
Q: Which is larger, 1.000000000000000000"
1203,2.6059 × 10^7,62247270,8,False,b,b,True,False,True,True," 2.6059 × 10^7
Q: Which is larger, 1.00000000000000000"
1204,5.0784 × 10^7,76412305,8,False,b,b,True,False,True,True," 5.0784 × 10^7
Q: Which is larger, 1.00000000000000000"
1206,3.8733 × 10^7,39980062,8,True,b,b,True,False,True,True," 3.8733 × 10^7
Q: Which is larger, 1.00000000000000000"
1208,81026295,4.4031 × 10^7,8,False,a,a,True,False,True,True," 4.4031 × 10^7
Q: Which is larger, 1.00000000000000000"
1217,54847116,3.1872 × 10^7,8,False,a,a,True,False,True,True," 3.1872 × 10^7
Q: Which is larger, 1.00000000000000000"
1219,63744673,2.769 × 10^7,8,False,a,a,True,False,True,True," 2.769 × 10^7
Q: Which is larger, 1.000000000000000000"
1221,84413437,7.9473 × 10^7,8,True,a,a,True,False,True,True," 7.9473 × 10^7
Q: Which is larger, 1.00000000000000000"
1222,8.1268 × 10^7,96809850,8,False,b,b,True,False,True,True," 8.1268 × 10^7
Q: Which is larger, 1.00000000000000000"
1226,81965405,7.5693 × 10^7,8,False,a,a,True,False,True,True," 7.5693 × 10^7
Q: Which is larger, 1.00000000000000000"
1227,66046318,4.1135 × 10^7,8,False,a,a,True,False,True,True," 4.1135 × 10^7
Q: Which is larger, 1.00000000000000000"
1228,62612630,4.4576 × 10^7,8,False,a,a,True,False,True,True," 4.4576 × 10^7
Q: Which is larger, 1.00000000000000000"
1229,45892136,3.5505 × 10^7,8,False,a,a,True,False,True,True," 3.5505 × 10^7
Q: Which is larger, 1.00000000000000000"
1232,72599733,5.6387 × 10^7,8,False,a,a,True,False,True,True," 5.6387 × 10^7
Q: Which is larger, 1.00000000000000000"
1237,33422112,3.0013 × 10^7,8,False,a,a,True,False,True,True," 3.0013 × 10^7
Q: Which is larger, 1.00000000000000000"
1239,95536843,8.3528 × 10^7,8,False,a,a,True,False,True,True," 8.3528 × 10^7
Q: Which is larger, 1.00000000000000000"
1240,6.0306 × 10^7,94660825,8,False,b,b,True,False,True,True," 6.0306 × 10^7
Q: Which is larger, 1.00000000000000000"
1241,51313611,2.0064 × 10^7,8,False,a,a,True,False,True,True," 2.0064 × 10^7
Q: Which is larger, 1.00000000000000000"
1242,6.8617 × 10^7,84908473,8,False,b,b,True,False,True,True," 6.8617 × 10^7
Q: Which is larger, 1.00000000000000000"
1244,87761958,2.9412 × 10^7,8,False,a,a,True,False,True,True," 2.9412 × 10^7
Q: Which is larger, 1.00000000000000000"
1250,7.6413 × 10^7,93210036,8,False,b,b,True,False,True,True," 7.6413 × 10^7
Q: Which is larger, 1.00000000000000000"
1252,97573551,3.7813 × 10^7,8,False,a,a,True,False,True,True," 3.7813 × 10^7
Q: Which is larger, 1.00000000000000000"
1253,72021024,2.9577 × 10^7,8,False,a,a,True,False,True,True," 2.9577 × 10^7
Q: Which is larger, 1.00000000000000000"
1255,3.7939 × 10^7,63488921,8,False,b,b,True,False,True,True," 3.7939 × 10^7
Q: Which is larger, 1.00000000000000000"
1263,55726664,3.9431 × 10^7,8,False,a,a,True,False,True,True," 3.9431 × 10^7
Q: Which is larger, 1.00000000000000000"
1265,60160792,2.2612 × 10^7,8,False,a,a,True,False,True,True," 2.2612 × 10^7
Q: Which is larger, 1.00000000000000000"
1267,76582623,7.4295 × 10^7,8,True,a,a,True,False,True,True," 7.4295 × 10^7
Q: Which is larger, 1.00000000000000000"
1268,99201014,7.996 × 10^7,8,False,a,a,True,False,True,True," 7.996 × 10^7
Q: Which is larger, 1.000000000000000000"
1273,7.3492 × 10^7,80674182,8,False,b,b,True,False,True,True," 7.3492 × 10^7
Q: Which is larger, 1.00000000000000000"
1277,71110522,4.7754 × 10^7,8,False,a,a,True,False,True,True," 4.7754 × 10^7
Q: Which is larger, 1.00000000000000000"
1284,5.5508 × 10^7,96477931,8,False,b,b,True,False,True,True," 5.5508 × 10^7
Q: Which is larger, 1.00000000000000000"
1289,56072403,3.7626 × 10^7,8,False,a,a,True,False,True,True," 3.7626 × 10^7
Q: Which is larger, 1.00000000000000000"
1290,47385565,4.2454 × 10^7,8,False,a,a,True,False,True,True," 4.2454 × 10^7
Q: Which is larger, 1.00000000000000000"
1293,5.4987 × 10^7,86708936,8,False,b,b,True,False,True,True," 5.4987 × 10^7
Q: Which is larger, 1.00000000000000000"
1299,73838507,3.9399 × 10^7,8,False,a,a,True,False,True,True," 3.9399 × 10^7
Q: Which is larger, 1.00000000000000000"
1303,60986680,4.1311 × 10^7,8,False,a,a,True,False,True,True," 4.1311 × 10^7
Q: Which is larger, 1.00000000000000000"
1305,77258853,6.7071 × 10^7,8,False,a,a,True,False,True,True," 6.7071 × 10^7
Q: Which is larger, 1.00000000000000000"
1307,98136904,9.4561 × 10^7,8,True,a,a,True,False,True,True," 9.4561 × 10^7
Q: Which is larger, 1.00000000000000000"
1310,3.9894 × 10^7,72300360,8,False,b,b,True,False,True,True," 3.9894 × 10^7
Q: Which is larger, 1.00000000000000000"
1312,47810631,1.7028 × 10^7,8,False,a,a,True,False,True,True," 1.7028 × 10^7
Q: Which is larger, 1.00000000000000000"
1316,68074117,2.6514 × 10^7,8,False,a,a,True,False,True,True," 2.6514 × 10^7
Q: Which is larger, 1.00000000000000000"
1325,38888253,2.5548 × 10^7,8,False,a,a,True,False,True,True," 2.5548 × 10^7
Q: Which is larger, 1.00000000000000000"
1330,40368834,1.6392 × 10^7,8,False,a,a,True,False,True,True," 1.6392 × 10^7
Q: Which is larger, 1.00000000000000000"
1337,85907942,4.9882 × 10^7,8,False,a,a,True,False,True,True," 4.9882 × 10^7
Q: Which is larger, 1.00000000000000000"
1339,8.848 × 10^7,94623067,8,True,b,b,True,False,True,True," 8.848 × 10^7
Q: Which is larger, 1.000000000000000000"
1342,83547366,4.9769 × 10^7,8,False,a,a,True,False,True,True," 4.9769 × 10^7
Q: Which is larger, 1.00000000000000000"
1345,43217423,3.0053 × 10^7,8,False,a,a,True,False,True,True," 3.0053 × 10^7
Q: Which is larger, 1.00000000000000000"
1347,88375846,1.2826 × 10^7,8,False,a,a,True,False,True,True," 1.2826 × 10^7
Q: Which is larger, 1.2 × 10^4 or 12000? A:"
1358,78263825,1.6755 × 10^7,8,False,a,a,True,False,True,True," 1.6755 × 10^7
Q: Which is larger, 1.00000000000000000"
1365,94662148,8.9057 × 10^7,8,True,a,a,True,False,True,True," 8.9057 × 10^7
Q: Which is larger, 1.00000000000000000"
1367,38664074,1.0938 × 10^7,8,False,a,a,True,False,True,True," 1.0938 × 10^7
Q: Which is larger, 1.0938 × 10^7 or 38664"
1369,77029541,5.3069 × 10^7,8,False,a,a,True,False,True,True," 5.3069 × 10^7
Q: Which is larger, 1.00000000000000000"
1374,3.6199 × 10^7,64384799,8,False,b,b,True,False,True,True," 3.6199 × 10^7
Q: Which is larger, 1.00000000000000000"
1377,3.1892 × 10^7,42964928,8,False,b,b,True,False,True,True," 3.1892 × 10^7
Q: Which is larger, 1.00000000000000000"
1378,35759822,1.662 × 10^7,8,False,a,a,True,False,True,True," 1.662 × 10^7
Q: Which is larger, 1.000000000000000000"
1381,24463771,1.1922 × 10^7,8,False,a,a,True,False,True,True," 1.1922 × 10^7
Q: Which is larger, 1.00000000000000000"
1384,55006160,2.9793 × 10^7,8,False,a,a,True,False,True,True," 2.9793 × 10^7
Q: Which is larger, 1.00000000000000000"
1385,8.8691 × 10^7,94715548,8,True,b,b,True,False,True,True," 8.8691 × 10^7
Q: Which is larger, 1.00000000000000000"
1386,89969788,2.8746 × 10^7,8,False,a,a,True,False,True,True," 2.8746 × 10^7
Q: Which is larger, 1.00000000000000000"
1389,24504386,1.3152 × 10^7,8,False,a,a,True,False,True,True," 1.3152 × 10^7
Q: Which is larger, 1.00000000000000000"
1391,3.9282 × 10^7,54537805,8,False,b,b,True,False,True,True," 3.9282 × 10^7
Q: Which is larger, 1.00000000000000000"
1394,96716186,4.5593 × 10^7,8,False,a,a,True,False,True,True," 4.5593 × 10^7
Q: Which is larger, 1.00000000000000000"
1395,3.1315 × 10^7,98384961,8,False,b,b,True,False,True,True," 3.1315 × 10^7
Q: Which is larger, 1.00000000000000000"
